Strata ID	Layer 1	Layer 2	Layer 3	Layer 4	Layer 5	Layer 6	Natural Growth (acres)	Prescribed Burn (acres)	Group Selection (acres)	Even Age (acres)
RROLCP	R	R	O	L	C	P	0.0	72.0	0.0	0.0
RROLCL	R	R	O	L	C	L	0.0	311.0	0.0	0.0
RROLIP	R	R	O	L	I	P	0.0	184.0	0.0	0.0
RROLIM	R	R	O	L	I	M	0.0	146.0	0.0	0.0
RROLIL	R	R	O	L	I	L	0.0	232.0	0.0	0.0
RROLAP	R	R	O	L	A	P	730.0	0.0	0.0	0.0
RROLAM	R	R	O	L	A	M	296.0	0.0	0.0	0.0
RROLAL	R	R	O	L	A	L	362.0	0.0	0.0	0.0
RROLLP	R	R	O	L	L	P	263.0	0.0	0.0	0.0
RROLLM	R	R	O	L	L	M	100.0	0.0	0.0	0.0
RROLLL	R	R	O	L	L	L	130.0	0.0	0.0	0.0
RROHWP	R	R	O	H	W	P	0.0	0.0	0.0	184.0
RROHWM	R	R	O	H	W	M	0.0	0.0	0.0	280.0
RROHWL	R	R	O	H	W	L	0.0	0.0	0.0	1978.0
RROHCP	R	R	O	H	C	P	0.0	102.0	0.0	0.0
RROHCM	R	R	O	H	C	M	0.0	99.0	0.0	0.0
RROHCL	R	R	O	H	C	L	0.0	1344.0	0.0	0.0
RROHIP	R	R	O	H	I	P	0.0	165.0	0.0	0.0
RROHIM	R	R	O	H	I	M	0.0	160.0	0.0	0.0
RROHIL	R	R	O	H	I	L	0.0	215.0	0.0	0.0
RROHAP	R	R	O	H	A	P	188.0	0.0	0.0	0.0
RROHAM	R	R	O	H	A	M	64.0	0.0	0.0	0.0
RROHAL	R	R	O	H	A	L	489.0	0.0	0.0	0.0
RROHLP	R	R	O	H	L	P	195.0	0.0	0.0	0.0
RROHLM	R	R	O	H	L	M	203.0	0.0	0.0	0.0
RROHLL	R	R	O	H	L	L	301.0	0.0	0.0	0.0
RROCWL	R	R	O	C	W	L	0.0	0.0	0.0	57.0
RROCIP	R	R	O	C	I	P	0.0	259.0	0.0	0.0
RROCIM	R	R	O	C	I	M	0.0	273.0	0.0	0.0
RROCIL	R	R	O	C	I	L	0.0	216.0	0.0	0.0
RROCAP	R	R	O	C	A	P	518.0	0.0	0.0	0.0
RROCAM	R	R	O	C	A	M	244.0	0.0	0.0	0.0
RROCAL	R	R	O	C	A	L	224.0	0.0	0.0	0.0
RROCLP	R	R	O	C	L	P	419.0	0.0	0.0	0.0
RROCLM	R	R	O	C	L	M	200.0	0.0	0.0	0.0
RROCLL	R	R	O	C	L	L	122.0	0.0	0.0	0.0
RRORWM	R	R	O	R	W	M	0.0	0.0	0.0	177.0
RRORWL	R	R	O	R	W	L	0.0	0.0	0.0	557.0
RRORCL	R	R	O	R	C	L	0.0	384.0	0.0	0.0
RRORIP	R	R	O	R	I	P	0.0	109.0	0.0	0.0
RRORIM	R	R	O	R	I	M	0.0	242.0	0.0	0.0
RRORIL	R	R	O	R	I	L	0.0	351.0	0.0	0.0
RRORAP	R	R	O	R	A	P	82.0	0.0	0.0	0.0
RRORAM	R	R	O	R	A	M	162.0	0.0	0.0	0.0
RRORAL	R	R	O	R	A	L	296.0	0.0	0.0	0.0
RRORLP	R	R	O	R	L	P	102.0	0.0	0.0	0.0
RRORLM	R	R	O	R	L	M	161.0	0.0	0.0	0.0
RRORLL	R	R	O	R	L	L	300.0	0.0	0.0	0.0
RRPLWS	R	R	P	L	W	S	0.0	0.0	0.0	188.0
RRPLWP	R	R	P	L	W	P	0.0	0.0	0.0	74.0
RRPLWM	R	R	P	L	W	M	0.0	0.0	0.0	197.0
RRPLWL	R	R	P	L	W	L	0.0	0.0	0.0	407.0
RRPLCS	R	R	P	L	C	S	0.0	109.0	0.0	0.0
RRPLCL	R	R	P	L	C	L	0.0	113.0	0.0	0.0
RRPLIS	R	R	P	L	I	S	0.0	82.0	0.0	0.0
RRPLIP	R	R	P	L	I	P	0.0	1222.0	0.0	0.0
RRPLIM	R	R	P	L	I	M	0.0	666.0	0.0	0.0
RRPLIL	R	R	P	L	I	L	0.0	1030.0	0.0	0.0
RRPLAS	R	R	P	L	A	S	64.0	0.0	0.0	0.0
RRPLAP	R	R	P	L	A	P	1745.0	0.0	0.0	0.0
RRPLAM	R	R	P	L	A	M	979.0	0.0	0.0	0.0
RRPLAL	R	R	P	L	A	L	840.0	0.0	0.0	0.0
RRPLLP	R	R	P	L	L	P	947.0	0.0	0.0	0.0
RRPLLM	R	R	P	L	L	M	580.0	0.0	0.0	0.0
RRPLLL	R	R	P	L	L	L	295.0	0.0	0.0	0.0
RRPLNN	R	R	P	L	N	N	54.0	0.0	0.0	0.0
RRPHWS	R	R	P	H	W	S	0.0	0.0	0.0	74.0
RRPHWP	R	R	P	H	W	P	0.0	0.0	0.0	566.0
RRPHWM	R	R	P	H	W	M	0.0	0.0	0.0	713.0
RRPHWL	R	R	P	H	W	L	0.0	0.0	0.0	4223.0
RRPHCS	R	R	P	H	C	S	0.0	79.0	0.0	0.0
RRPHCP	R	R	P	H	C	P	0.0	89.0	0.0	0.0
RRPHCM	R	R	P	H	C	M	0.0	424.0	0.0	0.0
RRPHCL	R	R	P	H	C	L	0.0	3678.0	0.0	0.0
RRPHIP	R	R	P	H	I	P	0.0	352.0	0.0	0.0
RRPHIM	R	R	P	H	I	M	0.0	404.0	0.0	0.0
RRPHIL	R	R	P	H	I	L	0.0	759.0	0.0	0.0
RRPHAP	R	R	P	H	A	P	652.0	0.0	0.0	0.0
RRPHAM	R	R	P	H	A	M	540.0	0.0	0.0	0.0
RRPHAL	R	R	P	H	A	L	1314.0	0.0	0.0	0.0
RRPHLP	R	R	P	H	L	P	561.0	0.0	0.0	0.0
RRPHLM	R	R	P	H	L	M	832.0	0.0	0.0	0.0
RRPHLL	R	R	P	H	L	L	856.0	0.0	0.0	0.0
RRPCWS	R	R	P	C	W	S	0.0	0.0	0.0	206.0
RRPCWP	R	R	P	C	W	P	0.0	0.0	0.0	54.0
RRPCWM	R	R	P	C	W	M	0.0	0.0	0.0	74.0
RRPCWL	R	R	P	C	W	L	0.0	0.0	0.0	147.0
RRPCCL	R	R	P	C	C	L	0.0	52.0	0.0	0.0
RRPCIS	R	R	P	C	I	S	0.0	64.0	0.0	0.0
RRPCIP	R	R	P	C	I	P	0.0	1447.0	0.0	0.0
RRPCIM	R	R	P	C	I	M	0.0	1254.0	0.0	0.0
RRPCIL	R	R	P	C	I	L	0.0	1998.0	0.0	0.0
RRPCAS	R	R	P	C	A	S	132.0	0.0	0.0	0.0
RRPCAP	R	R	P	C	A	P	1551.0	0.0	0.0	0.0
RRPCAM	R	R	P	C	A	M	827.0	0.0	0.0	0.0
RRPCAL	R	R	P	C	A	L	759.0	0.0	0.0	0.0
RRPCLP	R	R	P	C	L	P	1762.0	0.0	0.0	0.0
RRPCLM	R	R	P	C	L	M	1260.0	0.0	0.0	0.0
RRPCLL	R	R	P	C	L	L	581.0	0.0	0.0	0.0
RRPCNN	R	R	P	C	N	N	96.0	0.0	0.0	0.0
RRPRPS	R	R	P	R	P	S	0.0	0.0	0.0	87.0
RRPRPL	R	R	P	R	P	L	0.0	0.0	86.0	0.0
RRPRDS	R	R	P	R	D	S	0.0	0.0	0.0	150.0
RRPRDL	R	R	P	R	D	L	0.0	0.0	0.0	111.0
RRPRWS	R	R	P	R	W	S	0.0	0.0	0.0	306.0
RRPRWP	R	R	P	R	W	P	0.0	0.0	0.0	363.0
RRPRWM	R	R	P	R	W	M	0.0	0.0	0.0	540.0
RRPRWL	R	R	P	R	W	L	0.0	0.0	0.0	2480.0
RRPRCS	R	R	P	R	C	S	0.0	168.0	0.0	0.0
RRPRCP	R	R	P	R	C	P	0.0	59.0	0.0	0.0
RRPRCM	R	R	P	R	C	M	0.0	172.0	0.0	0.0
RRPRCL	R	R	P	R	C	L	0.0	2294.0	0.0	0.0
RRPRIS	R	R	P	R	I	S	0.0	195.0	0.0	0.0
RRPRIP	R	R	P	R	I	P	0.0	540.0	0.0	0.0
RRPRIM	R	R	P	R	I	M	0.0	721.0	0.0	0.0
RRPRIL	R	R	P	R	I	L	0.0	1374.0	0.0	0.0
RRPRAS	R	R	P	R	A	S	340.0	0.0	0.0	0.0
RRPRAP	R	R	P	R	A	P	358.0	0.0	0.0	0.0
RRPRAM	R	R	P	R	A	M	889.0	0.0	0.0	0.0
RRPRAL	R	R	P	R	A	L	1480.0	0.0	0.0	0.0
RRPRLP	R	R	P	R	L	P	589.0	0.0	0.0	0.0
RRPRLM	R	R	P	R	L	M	990.0	0.0	0.0	0.0
RRPRLL	R	R	P	R	L	L	617.0	0.0	0.0	0.0
RRPRNN	R	R	P	R	N	N	157.0	0.0	0.0	0.0
RNNLPS	R	N	N	L	P	S	0.0	0.0	0.0	131.0
RNNLPM	R	N	N	L	P	M	0.0	0.0	0.0	118.0
RNNLPL	R	N	N	L	P	L	0.0	0.0	609.0	0.0
RNNLDS	R	N	N	L	D	S	0.0	0.0	0.0	176.0
RNNLDM	R	N	N	L	D	M	0.0	0.0	0.0	139.0
RNNLDL	R	N	N	L	D	L	0.0	0.0	0.0	1041.0
RNNLWS	R	N	N	L	W	S	0.0	0.0	0.0	106.0
RNNLWM	R	N	N	L	W	M	0.0	0.0	0.0	108.0
RNNLWL	R	N	N	L	W	L	0.0	0.0	0.0	457.0
RNNLCL	R	N	N	L	C	L	0.0	219.0	0.0	0.0
RNNLIS	R	N	N	L	I	S	0.0	75.0	0.0	0.0
RNNLIM	R	N	N	L	I	M	0.0	72.0	0.0	0.0
RNNLIL	R	N	N	L	I	L	0.0	299.0	0.0	0.0
RNNLAP	R	N	N	L	A	P	246.0	0.0	0.0	0.0
RNNLAM	R	N	N	L	A	M	121.0	0.0	0.0	0.0
RNNLAL	R	N	N	L	A	L	536.0	0.0	0.0	0.0
RNNLLP	R	N	N	L	L	P	93.0	0.0	0.0	0.0
RNNLLM	R	N	N	L	L	M	176.0	0.0	0.0	0.0
RNNLLL	R	N	N	L	L	L	128.0	0.0	0.0	0.0
RNNLNN	R	N	N	L	N	N	198.0	0.0	0.0	0.0
RNNHWP	R	N	N	H	W	P	0.0	0.0	0.0	168.0
RNNHWM	R	N	N	H	W	M	0.0	0.0	0.0	444.0
RNNHWL	R	N	N	H	W	L	0.0	0.0	0.0	1654.0
RNNHCP	R	N	N	H	C	P	0.0	51.0	0.0	0.0
RNNHCM	R	N	N	H	C	M	0.0	87.0	0.0	0.0
RNNHCL	R	N	N	H	C	L	0.0	1273.0	0.0	0.0
RNNHIP	R	N	N	H	I	P	0.0	161.0	0.0	0.0
RNNHIM	R	N	N	H	I	M	0.0	426.0	0.0	0.0
RNNHIL	R	N	N	H	I	L	0.0	589.0	0.0	0.0
RNNHAP	R	N	N	H	A	P	240.0	0.0	0.0	0.0
RNNHAM	R	N	N	H	A	M	246.0	0.0	0.0	0.0
RNNHAL	R	N	N	H	A	L	826.0	0.0	0.0	0.0
RNNHLP	R	N	N	H	L	P	156.0	0.0	0.0	0.0
RNNHLM	R	N	N	H	L	M	168.0	0.0	0.0	0.0
RNNHLL	R	N	N	H	L	L	347.0	0.0	0.0	0.0
RNNHNN	R	N	N	H	N	N	282.0	0.0	0.0	0.0
RNNCPM	R	N	N	C	P	M	0.0	0.0	0.0	81.0
RNNCPL	R	N	N	C	P	L	0.0	0.0	295.0	0.0
RNNCDL	R	N	N	C	D	L	0.0	0.0	0.0	553.0
RNNCWM	R	N	N	C	W	M	0.0	0.0	0.0	117.0
RNNCWL	R	N	N	C	W	L	0.0	0.0	0.0	790.0
RNNCCL	R	N	N	C	C	L	0.0	470.0	0.0	0.0
RNNCIP	R	N	N	C	I	P	0.0	302.0	0.0	0.0
RNNCIM	R	N	N	C	I	M	0.0	241.0	0.0	0.0
RNNCIL	R	N	N	C	I	L	0.0	550.0	0.0	0.0
RNNCAP	R	N	N	C	A	P	245.0	0.0	0.0	0.0
RNNCAM	R	N	N	C	A	M	215.0	0.0	0.0	0.0
RNNCAL	R	N	N	C	A	L	326.0	0.0	0.0	0.0
RNNCLP	R	N	N	C	L	P	204.0	0.0	0.0	0.0
RNNCLM	R	N	N	C	L	M	164.0	0.0	0.0	0.0
RNNCLL	R	N	N	C	L	L	305.0	0.0	0.0	0.0
RNNCNN	R	N	N	C	N	N	225.0	0.0	0.0	0.0
RNNRPM	R	N	N	R	P	M	0.0	0.0	0.0	77.0
RNNRPL	R	N	N	R	P	L	0.0	0.0	69.0	0.0
RNNRDL	R	N	N	R	D	L	0.0	0.0	0.0	77.0
RNNRWS	R	N	N	R	W	S	0.0	0.0	0.0	55.0
RNNRWP	R	N	N	R	W	P	0.0	0.0	0.0	129.0
RNNRWM	R	N	N	R	W	M	0.0	0.0	0.0	471.0
RNNRWL	R	N	N	R	W	L	0.0	0.0	0.0	1160.0
RNNRCM	R	N	N	R	C	M	0.0	92.0	0.0	0.0
RNNRCL	R	N	N	R	C	L	0.0	755.0	0.0	0.0
RNNRIS	R	N	N	R	I	S	0.0	95.0	0.0	0.0
RNNRIP	R	N	N	R	I	P	0.0	434.0	0.0	0.0
RNNRIM	R	N	N	R	I	M	0.0	1258.0	0.0	0.0
RNNRIL	R	N	N	R	I	L	0.0	1505.0	0.0	0.0
RNNRAP	R	N	N	R	A	P	180.0	0.0	0.0	0.0
RNNRAM	R	N	N	R	A	M	373.0	0.0	0.0	0.0
RNNRAL	R	N	N	R	A	L	721.0	0.0	0.0	0.0
RNNRLS	R	N	N	R	L	S	59.0	0.0	0.0	0.0
RNNRLP	R	N	N	R	L	P	340.0	0.0	0.0	0.0
RNNRLM	R	N	N	R	L	M	471.0	0.0	0.0	0.0
RNNRLL	R	N	N	R	L	L	705.0	0.0	0.0	0.0
RNNRNN	R	N	N	R	N	N	581.0	0.0	0.0	0.0
RNOLWL	R	N	O	L	W	L	0.0	0.0	0.0	154.0
RNOLCL	R	N	O	L	C	L	0.0	154.0	0.0	0.0
RNOLIP	R	N	O	L	I	P	0.0	60.0	0.0	0.0
RNOLAP	R	N	O	L	A	P	187.0	0.0	0.0	0.0
RNOLAM	R	N	O	L	A	M	99.0	0.0	0.0	0.0
RNOLAL	R	N	O	L	A	L	65.0	0.0	0.0	0.0
RNOLLP	R	N	O	L	L	P	91.0	0.0	0.0	0.0
RNOHWP	R	N	O	H	W	P	0.0	0.0	0.0	443.0
RNOHWM	R	N	O	H	W	M	0.0	0.0	0.0	742.0
RNOHWL	R	N	O	H	W	L	0.0	0.0	0.0	2780.0
RNOHCP	R	N	O	H	C	P	0.0	89.0	0.0	0.0
RNOHCM	R	N	O	H	C	M	0.0	245.0	0.0	0.0
RNOHCL	R	N	O	H	C	L	0.0	1998.0	0.0	0.0
RNOHIS	R	N	O	H	I	S	0.0	57.0	0.0	0.0
RNOHIP	R	N	O	H	I	P	0.0	346.0	0.0	0.0
RNOHIM	R	N	O	H	I	M	0.0	784.0	0.0	0.0
RNOHIL	R	N	O	H	I	L	0.0	1402.0	0.0	0.0
RNOHAP	R	N	O	H	A	P	380.0	0.0	0.0	0.0
RNOHAM	R	N	O	H	A	M	300.0	0.0	0.0	0.0
RNOHAL	R	N	O	H	A	L	844.0	0.0	0.0	0.0
RNOHLP	R	N	O	H	L	P	296.0	0.0	0.0	0.0
RNOHLM	R	N	O	H	L	M	580.0	0.0	0.0	0.0
RNOHLL	R	N	O	H	L	L	832.0	0.0	0.0	0.0
RNOCWP	R	N	O	C	W	P	0.0	0.0	0.0	96.0
RNOCWM	R	N	O	C	W	M	0.0	0.0	0.0	140.0
RNOCWL	R	N	O	C	W	L	0.0	0.0	0.0	413.0
RNOCCL	R	N	O	C	C	L	0.0	334.0	0.0	0.0
RNOCIP	R	N	O	C	I	P	0.0	76.0	0.0	0.0
RNOCIM	R	N	O	C	I	M	0.0	142.0	0.0	0.0
RNOCIL	R	N	O	C	I	L	0.0	283.0	0.0	0.0
RNOCAP	R	N	O	C	A	P	219.0	0.0	0.0	0.0
RNOCAM	R	N	O	C	A	M	157.0	0.0	0.0	0.0
RNOCAL	R	N	O	C	A	L	242.0	0.0	0.0	0.0
RNOCLP	R	N	O	C	L	P	154.0	0.0	0.0	0.0
RNOCLM	R	N	O	C	L	M	185.0	0.0	0.0	0.0
RNOCLL	R	N	O	C	L	L	169.0	0.0	0.0	0.0
RNORPM	R	N	O	R	P	M	0.0	0.0	0.0	109.0
RNORPL	R	N	O	R	P	L	0.0	0.0	133.0	0.0
RNORDM	R	N	O	R	D	M	0.0	0.0	0.0	56.0
RNORDL	R	N	O	R	D	L	0.0	0.0	0.0	265.0
RNORWP	R	N	O	R	W	P	0.0	0.0	0.0	232.0
RNORWM	R	N	O	R	W	M	0.0	0.0	0.0	1012.0
RNORWL	R	N	O	R	W	L	0.0	0.0	0.0	3081.0
RNORCP	R	N	O	R	C	P	0.0	120.0	0.0	0.0
RNORCM	R	N	O	R	C	M	0.0	459.0	0.0	0.0
RNORCL	R	N	O	R	C	L	0.0	2907.0	0.0	0.0
RNORIS	R	N	O	R	I	S	0.0	68.0	0.0	0.0
RNORIP	R	N	O	R	I	P	0.0	729.0	0.0	0.0
RNORIM	R	N	O	R	I	M	0.0	2650.0	0.0	0.0
RNORIL	R	N	O	R	I	L	0.0	3629.0	0.0	0.0
RNORAP	R	N	O	R	A	P	318.0	0.0	0.0	0.0
RNORAM	R	N	O	R	A	M	577.0	0.0	0.0	0.0
RNORAL	R	N	O	R	A	L	1102.0	0.0	0.0	0.0
RNORLP	R	N	O	R	L	P	523.0	0.0	0.0	0.0
RNORLM	R	N	O	R	L	M	1219.0	0.0	0.0	0.0
RNORLL	R	N	O	R	L	L	1972.0	0.0	0.0	0.0
RNORNN	R	N	O	R	N	N	173.0	0.0	0.0	0.0
RNPLIP	R	N	P	L	I	P	0.0	131.0	0.0	0.0
RNPLAP	R	N	P	L	A	P	199.0	0.0	0.0	0.0
RNPLAM	R	N	P	L	A	M	57.0	0.0	0.0	0.0
RNPLLP	R	N	P	L	L	P	118.0	0.0	0.0	0.0
RNPLLM	R	N	P	L	L	M	53.0	0.0	0.0	0.0
RNPHWP	R	N	P	H	W	P	0.0	0.0	0.0	199.0
RNPHWM	R	N	P	H	W	M	0.0	0.0	0.0	283.0
RNPHWL	R	N	P	H	W	L	0.0	0.0	0.0	2080.0
RNPHCL	R	N	P	H	C	L	0.0	1346.0	0.0	0.0
RNPHIP	R	N	P	H	I	P	0.0	68.0	0.0	0.0
RNPHIL	R	N	P	H	I	L	0.0	89.0	0.0	0.0
RNPHAP	R	N	P	H	A	P	104.0	0.0	0.0	0.0
RNPHAM	R	N	P	H	A	M	198.0	0.0	0.0	0.0
RNPHAL	R	N	P	H	A	L	492.0	0.0	0.0	0.0
RNPHLP	R	N	P	H	L	P	132.0	0.0	0.0	0.0
RNPHLM	R	N	P	H	L	M	85.0	0.0	0.0	0.0
RNPHLL	R	N	P	H	L	L	372.0	0.0	0.0	0.0
RNPHNN	R	N	P	H	N	N	144.0	0.0	0.0	0.0
RNPCPM	R	N	P	C	P	M	0.0	0.0	0.0	78.0
RNPCPL	R	N	P	C	P	L	0.0	0.0	329.0	0.0
RNPCDL	R	N	P	C	D	L	0.0	0.0	0.0	109.0
RNPCWP	R	N	P	C	W	P	0.0	0.0	0.0	316.0
RNPCWM	R	N	P	C	W	M	0.0	0.0	0.0	486.0
RNPCWL	R	N	P	C	W	L	0.0	0.0	0.0	1688.0
RNPCCP	R	N	P	C	C	P	0.0	104.0	0.0	0.0
RNPCCM	R	N	P	C	C	M	0.0	97.0	0.0	0.0
RNPCCL	R	N	P	C	C	L	0.0	887.0	0.0	0.0
RNPCIP	R	N	P	C	I	P	0.0	484.0	0.0	0.0
RNPCIM	R	N	P	C	I	M	0.0	304.0	0.0	0.0
RNPCIL	R	N	P	C	I	L	0.0	1198.0	0.0	0.0
RNPCAP	R	N	P	C	A	P	354.0	0.0	0.0	0.0
RNPCAM	R	N	P	C	A	M	188.0	0.0	0.0	0.0
RNPCAL	R	N	P	C	A	L	565.0	0.0	0.0	0.0
RNPCLP	R	N	P	C	L	P	895.0	0.0	0.0	0.0
RNPCLM	R	N	P	C	L	M	859.0	0.0	0.0	0.0
RNPCLL	R	N	P	C	L	L	622.0	0.0	0.0	0.0
RNPRPM	R	N	P	R	P	M	0.0	0.0	0.0	107.0
RNPRDM	R	N	P	R	D	M	0.0	0.0	0.0	62.0
RNPRDL	R	N	P	R	D	L	0.0	0.0	0.0	88.0
RNPRWP	R	N	P	R	W	P	0.0	0.0	0.0	126.0
RNPRWM	R	N	P	R	W	M	0.0	0.0	0.0	591.0
RNPRWL	R	N	P	R	W	L	0.0	0.0	0.0	2129.0
RNPRCP	R	N	P	R	C	P	0.0	99.0	0.0	0.0
RNPRCM	R	N	P	R	C	M	0.0	180.0	0.0	0.0
RNPRCL	R	N	P	R	C	L	0.0	1719.0	0.0	0.0
RNPRIM	R	N	P	R	I	M	0.0	292.0	0.0	0.0
RNPRIL	R	N	P	R	I	L	0.0	123.0	0.0	0.0
RNPRAM	R	N	P	R	A	M	72.0	0.0	0.0	0.0
RNPRAL	R	N	P	R	A	L	255.0	0.0	0.0	0.0
RNPRLP	R	N	P	R	L	P	89.0	0.0	0.0	0.0
RNPRLM	R	N	P	R	L	M	76.0	0.0	0.0	0.0
RNPRLL	R	N	P	R	L	L	196.0	0.0	0.0	0.0
RNPRNN	R	N	P	R	N	N	89.0	0.0	0.0	0.0
RNSLWP	R	N	S	L	W	P	0.0	0.0	0.0	105.0
RNSLWM	R	N	S	L	W	M	0.0	0.0	0.0	207.0
RNSLWL	R	N	S	L	W	L	0.0	0.0	0.0	864.0
RNSLCM	R	N	S	L	C	M	0.0	94.0	0.0	0.0
RNSLCL	R	N	S	L	C	L	0.0	576.0	0.0	0.0
RNSLIP	R	N	S	L	I	P	0.0	214.0	0.0	0.0
RNSLIM	R	N	S	L	I	M	0.0	272.0	0.0	0.0
RNSLIL	R	N	S	L	I	L	0.0	200.0	0.0	0.0
RNSLAP	R	N	S	L	A	P	621.0	0.0	0.0	0.0
RNSLAM	R	N	S	L	A	M	319.0	0.0	0.0	0.0
RNSLAL	R	N	S	L	A	L	235.0	0.0	0.0	0.0
RNSLLP	R	N	S	L	L	P	333.0	0.0	0.0	0.0
RNSLLM	R	N	S	L	L	M	271.0	0.0	0.0	0.0
RNSLLL	R	N	S	L	L	L	154.0	0.0	0.0	0.0
RNSLNN	R	N	S	L	N	N	176.0	0.0	0.0	0.0
RNSHWS	R	N	S	H	W	S	0.0	0.0	0.0	552.0
RNSHWP	R	N	S	H	W	P	0.0	0.0	0.0	2275.0
RNSHWM	R	N	S	H	W	M	0.0	0.0	0.0	4610.0
RNSHWL	R	N	S	H	W	L	0.0	0.0	0.0	17837.0
RNSHCS	R	N	S	H	C	S	0.0	240.0	0.0	0.0
RNSHCP	R	N	S	H	C	P	0.0	804.0	0.0	0.0
RNSHCM	R	N	S	H	C	M	0.0	1359.0	0.0	0.0
RNSHCL	R	N	S	H	C	L	0.0	14449.0	0.0	0.0
RNSHIS	R	N	S	H	I	S	0.0	483.0	0.0	0.0
RNSHIP	R	N	S	H	I	P	0.0	2238.0	0.0	0.0
RNSHIM	R	N	S	H	I	M	0.0	3150.0	0.0	0.0
RNSHIL	R	N	S	H	I	L	0.0	7815.0	0.0	0.0
RNSHAS	R	N	S	H	A	S	504.0	0.0	0.0	0.0
RNSHAP	R	N	S	H	A	P	1992.0	0.0	0.0	0.0
RNSHAM	R	N	S	H	A	M	2294.0	0.0	0.0	0.0
RNSHAL	R	N	S	H	A	L	7029.0	0.0	0.0	0.0
RNSHLS	R	N	S	H	L	S	160.0	0.0	0.0	0.0
RNSHLP	R	N	S	H	L	P	1825.0	0.0	0.0	0.0
RNSHLM	R	N	S	H	L	M	2049.0	0.0	0.0	0.0
RNSHLL	R	N	S	H	L	L	4264.0	0.0	0.0	0.0
RNSHNN	R	N	S	H	N	N	1447.0	0.0	0.0	0.0
RNSCPL	R	N	S	C	P	L	0.0	0.0	221.0	0.0
RNSCWP	R	N	S	C	W	P	0.0	0.0	0.0	111.0
RNSCWM	R	N	S	C	W	M	0.0	0.0	0.0	714.0
RNSCWL	R	N	S	C	W	L	0.0	0.0	0.0	1783.0
RNSCCP	R	N	S	C	C	P	0.0	63.0	0.0	0.0
RNSCCM	R	N	S	C	C	M	0.0	188.0	0.0	0.0
RNSCCL	R	N	S	C	C	L	0.0	1341.0	0.0	0.0
RNSCIP	R	N	S	C	I	P	0.0	520.0	0.0	0.0
RNSCIM	R	N	S	C	I	M	0.0	1225.0	0.0	0.0
RNSCIL	R	N	S	C	I	L	0.0	1344.0	0.0	0.0
RNSCAP	R	N	S	C	A	P	455.0	0.0	0.0	0.0
RNSCAM	R	N	S	C	A	M	550.0	0.0	0.0	0.0
RNSCAL	R	N	S	C	A	L	843.0	0.0	0.0	0.0
RNSCLP	R	N	S	C	L	P	880.0	0.0	0.0	0.0
RNSCLM	R	N	S	C	L	M	878.0	0.0	0.0	0.0
RNSCLL	R	N	S	C	L	L	1150.0	0.0	0.0	0.0
RNSCNN	R	N	S	C	N	N	102.0	0.0	0.0	0.0
RNSRPS	R	N	S	R	P	S	0.0	0.0	0.0	57.0
RNSRPP	R	N	S	R	P	P	0.0	0.0	0.0	300.0
RNSRPM	R	N	S	R	P	M	0.0	0.0	0.0	1045.0
RNSRPL	R	N	S	R	P	L	0.0	0.0	1267.0	0.0
RNSRDP	R	N	S	R	D	P	0.0	0.0	0.0	146.0
RNSRDM	R	N	S	R	D	M	0.0	0.0	0.0	826.0
RNSRDL	R	N	S	R	D	L	0.0	0.0	0.0	1223.0
RNSRWS	R	N	S	R	W	S	0.0	0.0	0.0	1527.0
RNSRWP	R	N	S	R	W	P	0.0	0.0	0.0	2558.0
RNSRWM	R	N	S	R	W	M	0.0	0.0	0.0	7677.0
RNSRWL	R	N	S	R	W	L	0.0	0.0	0.0	20806.0
RNSRCS	R	N	S	R	C	S	0.0	585.0	0.0	0.0
RNSRCP	R	N	S	R	C	P	0.0	937.0	0.0	0.0
RNSRCM	R	N	S	R	C	M	0.0	2655.0	0.0	0.0
RNSRCL	R	N	S	R	C	L	0.0	19595.0	0.0	0.0
RNSRIS	R	N	S	R	I	S	0.0	1006.0	0.0	0.0
RNSRIP	R	N	S	R	I	P	0.0	6604.0	0.0	0.0
RNSRIM	R	N	S	R	I	M	0.0	15867.0	0.0	0.0
RNSRIL	R	N	S	R	I	L	0.0	20789.0	0.0	0.0
RNSRAS	R	N	S	R	A	S	835.0	0.0	0.0	0.0
RNSRAP	R	N	S	R	A	P	2163.0	0.0	0.0	0.0
RNSRAM	R	N	S	R	A	M	5058.0	0.0	0.0	0.0
RNSRAL	R	N	S	R	A	L	10833.0	0.0	0.0	0.0
RNSRLS	R	N	S	R	L	S	329.0	0.0	0.0	0.0
RNSRLP	R	N	S	R	L	P	3999.0	0.0	0.0	0.0
RNSRLM	R	N	S	R	L	M	6462.0	0.0	0.0	0.0
RNSRLL	R	N	S	R	L	L	10786.0	0.0	0.0	0.0
RNSRNN	R	N	S	R	N	N	3243.0	0.0	0.0	0.0
CRNLPP	C	R	N	L	P	P	0.0	0.0	0.0	94.0
CRNLPM	C	R	N	L	P	M	0.0	0.0	0.0	72.0
CRNLWP	C	R	N	L	W	P	0.0	0.0	0.0	185.0
CRNLWM	C	R	N	L	W	M	0.0	0.0	0.0	461.0
CRNLWL	C	R	N	L	W	L	0.0	0.0	0.0	754.0
CRNLCP	C	R	N	L	C	P	0.0	51.0	0.0	0.0
CRNLCM	C	R	N	L	C	M	0.0	118.0	0.0	0.0
CRNLCL	C	R	N	L	C	L	0.0	664.0	0.0	0.0
CRNLIS	C	R	N	L	I	S	0.0	203.0	0.0	0.0
